txn_id,ts,store_id,product_sku,product_name,qty,amount_krw,payment_method,status
T108325,2026-05-13T12:13:33,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,samsung_pay,OK
T108326,2026-05-13T12:31:21,SEL-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,card,OK
T108327,2026-05-13T15:15:40,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,11000,naver_pay,OK
T108328,2026-05-13T15:16:26,SEL-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,-42000,samsung_pay,REFUND
T108329,2026-05-13T15:25:46,SEL-001,ATM-006,솝베리 클렌징 오일,1,19000,samsung_pay,OK
T108330,2026-05-13T16:15:12,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,samsung_pay,OK
T108331,2026-05-13T11:56:19,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,naver_pay,OK
T108332,2026-05-13T20:48:02,SEL-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,card,OK
T108333,2026-05-13T12:39:54,SEL-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,kakao_pay,OK
T108334,2026-05-13T13:05:37,SEL-001,ATM-006,솝베리 클렌징 오일,1,19000,samsung_pay,OK
T108335,2026-05-13T16:55:02,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,11000,card,OK
T108336,2026-05-13T14:13:20,SEL-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,samsung_pay,OK
T108337,2026-05-13T21:52:11,SEL-001,ASR-001,설화수 자음생크림 60ml,1,235000,kakao_pay,OK
T108338,2026-05-13T22:51:25,SEL-001,INF-001,그린티 씨드 세럼 80ml,1,35000,kakao_pay,OK
T108339,2026-05-13T20:05:37,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,cash,OK
T108340,2026-05-13T19:11:55,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,11000,card,OK
T108341,2026-05-13T19:04:52,SEL-001,ETD-004,드로잉 아이브로우 자동연필,1,0,kakao_pay,TERMINAL_TIMEOUT
T108342,2026-05-13T17:10:43,SEL-001,ETD-003,디어 달링 워터젤 틴트,1,9000,card,OK
T108343,2026-05-13T15:18:08,SEL-001,ASR-001,설화수 자음생크림 60ml,1,235000,naver_pay,OK
T108344,2026-05-13T12:22:15,SEL-001,ETD-006,픽싱 틴트 #장미,1,14000,kakao_pay,OK
T108345,2026-05-13T19:30:59,SEL-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,cash,OK
T108346,2026-05-13T12:42:16,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,2,76000,naver_pay,OK
T108347,2026-05-13T21:33:55,SEL-001,ASR-005,아이오페 더마 리페어 크림 50ml,1,88000,cash,OK
T108348,2026-05-13T17:13:15,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,samsung_pay,OK
T108349,2026-05-13T16:13:25,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,naver_pay,OK
T108350,2026-05-13T12:24:26,SEL-001,ETD-005,수분 톤업 베이스 핑크,1,16000,card,OK
T108351,2026-05-13T17:01:30,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,card,OK
T108352,2026-05-13T09:11:51,SEL-001,INF-005,마이립밤 코코넛 3.5g,1,6500,naver_pay,OK
T108353,2026-05-13T12:26:42,SEL-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,card,OK
T108354,2026-05-13T18:35:02,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,2,48000,card,OK
T108355,2026-05-13T13:43:07,SEL-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,2,96000,samsung_pay,OK
T108356,2026-05-13T16:36:14,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,cash,OK
T108357,2026-05-13T22:45:32,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,kakao_pay,OK
T108358,2026-05-13T12:52:26,SEL-001,ATM-006,솝베리 클렌징 오일,2,38000,samsung_pay,OK
T108359,2026-05-13T21:46:36,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,3,114000,kakao_pay,OK
T108360,2026-05-13T10:30:11,SEL-001,ASR-002,설화수 윤조에센스 90ml,2,0,naver_pay,STOCK_SHORTAGE
T108361,2026-05-13T20:39:32,SEL-001,INF-004,노세범 미네랄 파우더 5g,1,8000,card,OK
T108362,2026-05-13T18:01:37,SEL-001,ASR-002,설화수 윤조에센스 90ml,1,145000,naver_pay,OK
T108363,2026-05-13T17:46:03,SEL-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,cash,OK
T108364,2026-05-13T19:28:09,SEL-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,samsung_pay,OK
T108365,2026-05-13T12:23:38,SEL-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,samsung_pay,OK
T108366,2026-05-13T18:45:45,SEL-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,card,OK
T108367,2026-05-13T19:22:15,SEL-001,INF-005,마이립밤 코코넛 3.5g,1,6500,cash,OK
T108368,2026-05-13T18:37:12,SEL-001,ASR-001,설화수 자음생크림 60ml,2,470000,cash,OK
T108369,2026-05-13T13:06:05,SEL-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,card,OK
T108370,2026-05-13T15:34:25,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,11000,naver_pay,OK
T108371,2026-05-13T19:56:06,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,card,OK
T108372,2026-05-13T21:21:52,SEL-001,ETD-003,디어 달링 워터젤 틴트,1,9000,naver_pay,OK
T108373,2026-05-13T15:47:19,SEL-001,ASR-006,마몽드 로즈 워터 토너 250ml,3,0,card,PAYMENT_FAIL
T108374,2026-05-13T16:13:58,SEL-001,ASR-005,아이오페 더마 리페어 크림 50ml,1,0,samsung_pay,POS_DOWN
T108375,2026-05-13T12:36:07,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,cash,OK
T108376,2026-05-13T14:23:55,SEL-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,cash,OK
T108377,2026-05-13T17:42:54,SEL-001,ETD-005,수분 톤업 베이스 핑크,1,16000,card,OK
T108378,2026-05-13T21:29:56,SEL-001,ATM-006,솝베리 클렌징 오일,2,38000,kakao_pay,OK
T108379,2026-05-13T14:39:48,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,cash,OK
T108380,2026-05-13T22:26:37,SEL-001,ETD-003,디어 달링 워터젤 틴트,1,9000,samsung_pay,OK
T108381,2026-05-13T12:17:19,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,kakao_pay,OK
T108382,2026-05-13T18:54:18,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,0,kakao_pay,POS_DOWN
T108383,2026-05-13T12:43:16,SEL-001,INF-005,마이립밤 코코넛 3.5g,1,-6500,cash,REFUND
T108384,2026-05-13T12:12:07,SEL-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,kakao_pay,OK
T108385,2026-05-13T12:09:06,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,card,OK
T108386,2026-05-13T19:50:37,SEL-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,card,OK
T108387,2026-05-13T18:55:51,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,kakao_pay,OK
T108388,2026-05-13T15:06:29,SEL-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,naver_pay,OK
T108389,2026-05-13T21:34:15,SEL-001,ATM-006,솝베리 클렌징 오일,1,0,samsung_pay,POS_DOWN
T108390,2026-05-13T13:30:06,SEL-001,INF-001,그린티 씨드 세럼 80ml,1,35000,kakao_pay,OK
T108391,2026-05-13T11:13:20,SEL-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,kakao_pay,OK
T108392,2026-05-13T22:04:44,SEL-001,ETD-003,디어 달링 워터젤 틴트,3,27000,card,OK
T108393,2026-05-13T21:24:14,SEL-001,ASR-006,마몽드 로즈 워터 토너 250ml,2,36000,kakao_pay,OK
T108394,2026-05-13T16:05:44,SEL-001,LNZ-006,이데알 블러 핏 파운데이션,2,76000,samsung_pay,OK
T108395,2026-05-13T13:40:40,SEL-001,ETD-005,수분 톤업 베이스 핑크,2,32000,kakao_pay,OK
T108396,2026-05-13T11:51:26,SEL-001,ETD-006,픽싱 틴트 #장미,1,14000,samsung_pay,OK
T108397,2026-05-13T10:59:34,SEL-001,INF-005,마이립밤 코코넛 3.5g,1,6500,kakao_pay,OK
T108398,2026-05-13T14:35:44,SEL-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,kakao_pay,OK
T108399,2026-05-13T14:07:43,SEL-001,ETD-006,픽싱 틴트 #장미,1,14000,card,OK
T108400,2026-05-13T19:42:41,SEL-001,ETD-005,수분 톤업 베이스 핑크,3,48000,samsung_pay,OK
T108401,2026-05-13T14:18:38,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,kakao_pay,OK
T108402,2026-05-13T13:26:21,SEL-001,INF-004,노세범 미네랄 파우더 5g,1,8000,cash,OK
T108403,2026-05-13T11:14:26,SEL-001,ETD-003,디어 달링 워터젤 틴트,1,9000,card,OK
T108404,2026-05-13T15:27:52,SEL-001,INF-001,그린티 씨드 세럼 80ml,1,35000,cash,OK
T108405,2026-05-13T18:30:48,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,cash,OK
T108406,2026-05-13T16:08:31,SEL-001,ATM-005,립 페인트 매트 #누드코랄,1,0,naver_pay,POS_DOWN
T108407,2026-05-13T19:54:23,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,2,48000,cash,OK
T108408,2026-05-13T19:52:49,SEL-001,ATM-002,이데알 글로우 비비크림,1,0,cash,POS_DOWN
T108409,2026-05-13T18:28:08,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,card,OK
T108410,2026-05-13T13:35:27,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,0,card,PAYMENT_FAIL
T108411,2026-05-13T18:56:28,SEL-001,ETD-006,픽싱 틴트 #장미,2,28000,kakao_pay,OK
T108412,2026-05-13T19:59:35,SEL-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,kakao_pay,OK
T108413,2026-05-13T09:49:56,SEL-001,INF-004,노세범 미네랄 파우더 5g,1,8000,kakao_pay,OK
T108414,2026-05-13T14:56:07,SEL-001,ETD-003,디어 달링 워터젤 틴트,3,27000,card,OK
T108415,2026-05-13T13:53:06,SEL-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,naver_pay,OK
T108416,2026-05-13T20:57:59,SEL-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,cash,OK
T108417,2026-05-13T12:24:30,SEL-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,naver_pay,OK
T108418,2026-05-13T18:37:18,SEL-001,INF-003,화산송이 모공 마스크 100ml,1,12000,card,OK
T108419,2026-05-13T18:25:12,SEL-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,0,naver_pay,PAYMENT_FAIL
T108420,2026-05-13T14:20:10,SEL-001,ETD-005,수분 톤업 베이스 핑크,1,16000,card,OK
T108421,2026-05-13T21:09:39,SEL-001,ATM-002,이데알 글로우 비비크림,3,75000,samsung_pay,OK
T108422,2026-05-13T21:55:19,SEL-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,2,96000,kakao_pay,OK
T108423,2026-05-13T18:06:55,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,cash,OK
T108424,2026-05-13T13:23:32,SEL-001,ASR-006,마몽드 로즈 워터 토너 250ml,1,18000,naver_pay,OK
T108425,2026-05-13T12:21:45,SEL-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,cash,OK
T108426,2026-05-13T18:12:26,SEL-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,card,OK
T108427,2026-05-13T16:07:51,SEL-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,kakao_pay,OK
T108428,2026-05-13T17:21:22,SEL-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,card,OK
T108429,2026-05-13T15:36:33,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,samsung_pay,OK
T108430,2026-05-13T17:34:26,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,0,naver_pay,PAYMENT_FAIL
T108431,2026-05-13T19:45:09,SEL-001,ETD-005,수분 톤업 베이스 핑크,1,16000,kakao_pay,OK
T108432,2026-05-13T11:37:13,SEL-001,ATM-005,립 페인트 매트 #누드코랄,2,24000,samsung_pay,OK
T108433,2026-05-13T11:57:36,SEL-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,card,OK
T108434,2026-05-13T14:19:46,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,3,0,cash,POS_DOWN
T108435,2026-05-13T16:24:09,SEL-001,LNZ-004,네오 쿠션 매트 15g 21호,2,84000,kakao_pay,OK
T108436,2026-05-13T16:02:19,SEL-001,INF-001,그린티 씨드 세럼 80ml,2,70000,cash,OK
T108437,2026-05-13T18:29:59,SEL-001,ASR-002,설화수 윤조에센스 90ml,1,145000,cash,OK
T108438,2026-05-13T15:59:52,SEL-001,ASR-002,설화수 윤조에센스 90ml,2,0,cash,POS_DOWN
T108439,2026-05-13T19:42:56,SEL-001,ETD-003,디어 달링 워터젤 틴트,1,9000,kakao_pay,OK
T108440,2026-05-13T10:41:00,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,kakao_pay,OK
T108441,2026-05-13T19:58:06,SEL-001,ATM-002,이데알 글로우 비비크림,2,0,samsung_pay,POS_DOWN
T108442,2026-05-13T20:14:17,SEL-001,ASR-002,설화수 윤조에센스 90ml,1,145000,card,OK
T108443,2026-05-13T13:45:47,SEL-001,INF-003,화산송이 모공 마스크 100ml,1,12000,naver_pay,OK
T108444,2026-05-13T12:03:37,SEL-001,INF-005,마이립밤 코코넛 3.5g,2,0,samsung_pay,STOCK_SHORTAGE
T108445,2026-05-13T18:00:11,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,0,card,POS_DOWN
T108446,2026-05-13T14:16:57,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,2,36000,naver_pay,OK
T108447,2026-05-13T17:45:22,SEL-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,naver_pay,OK
T108448,2026-05-13T12:39:01,SEL-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,kakao_pay,OK
T108449,2026-05-13T16:49:18,SEL-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,kakao_pay,OK
T108450,2026-05-13T12:24:14,SEL-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,naver_pay,OK
T108451,2026-05-13T17:19:56,SEL-001,ATM-006,솝베리 클렌징 오일,2,38000,naver_pay,OK
T108452,2026-05-13T21:13:45,SEL-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,naver_pay,OK
T108453,2026-05-13T12:05:13,SEL-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,cash,OK
T108454,2026-05-13T18:50:16,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,2,36000,naver_pay,OK
T108455,2026-05-13T10:23:40,SEL-001,ATM-006,솝베리 클렌징 오일,1,19000,kakao_pay,OK
T108456,2026-05-13T21:07:31,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,samsung_pay,OK
T108457,2026-05-13T12:45:43,SEL-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,card,OK
T108458,2026-05-13T21:45:53,SEL-001,ASR-006,마몽드 로즈 워터 토너 250ml,2,0,samsung_pay,TERMINAL_TIMEOUT
T108459,2026-05-13T20:06:40,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,0,cash,STOCK_SHORTAGE
T108460,2026-05-13T18:56:27,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,samsung_pay,OK
T108461,2026-05-13T10:59:24,SEL-001,ETD-003,디어 달링 워터젤 틴트,3,27000,card,OK
T108462,2026-05-13T18:42:51,SEL-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,card,OK
T108463,2026-05-13T12:55:15,SEL-001,ASR-006,마몽드 로즈 워터 토너 250ml,1,18000,cash,OK
T108464,2026-05-13T22:43:30,SEL-001,ASR-006,마몽드 로즈 워터 토너 250ml,1,18000,kakao_pay,OK
T108465,2026-05-13T16:56:20,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,kakao_pay,OK
T108466,2026-05-13T18:57:04,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,kakao_pay,OK
T108467,2026-05-13T21:28:44,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,11000,naver_pay,OK
T108468,2026-05-13T18:10:19,SEL-001,ASR-002,설화수 윤조에센스 90ml,1,145000,naver_pay,OK
T108469,2026-05-13T18:39:09,SEL-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,kakao_pay,OK
T108470,2026-05-13T18:16:20,SEL-001,INF-001,그린티 씨드 세럼 80ml,1,35000,card,OK
T108471,2026-05-13T18:39:43,SEL-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,cash,OK
T108472,2026-05-13T18:39:21,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,card,OK
T108473,2026-05-13T09:54:45,SEL-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,naver_pay,OK
T108474,2026-05-13T12:24:20,SEL-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,naver_pay,OK
T108475,2026-05-13T18:54:11,SEL-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,naver_pay,OK
T108476,2026-05-13T18:45:10,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,3,72000,kakao_pay,OK
T108477,2026-05-13T19:47:11,SEL-001,INF-001,그린티 씨드 세럼 80ml,1,35000,card,OK
T108478,2026-05-13T22:44:57,SEL-001,ATM-005,립 페인트 매트 #누드코랄,2,24000,kakao_pay,OK
T108479,2026-05-13T14:19:35,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,card,OK
T108480,2026-05-13T16:03:23,SEL-001,INF-004,노세범 미네랄 파우더 5g,1,8000,naver_pay,OK
T108481,2026-05-13T20:29:00,SEL-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,cash,OK
T108482,2026-05-13T16:39:39,SEL-001,INF-002,레티놀 시카 흔적 앰플 30ml,1,42000,naver_pay,OK
T108483,2026-05-13T21:33:15,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,samsung_pay,OK
T108484,2026-05-13T12:44:17,SEL-001,INF-004,노세범 미네랄 파우더 5g,1,8000,cash,OK
T108485,2026-05-13T12:48:04,SEL-001,INF-002,레티놀 시카 흔적 앰플 30ml,3,126000,naver_pay,OK
T108486,2026-05-13T16:38:21,SEL-001,ASR-003,헤라 블랙쿠션 15g 21호,2,156000,kakao_pay,OK
T108487,2026-05-13T20:07:09,SEL-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,0,card,PAYMENT_FAIL
T108488,2026-05-13T16:38:27,SEL-001,ASR-001,설화수 자음생크림 60ml,2,470000,samsung_pay,OK
T108489,2026-05-13T12:01:50,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,-11000,cash,REFUND
T108490,2026-05-13T15:53:34,SEL-001,ATM-002,이데알 글로우 비비크림,1,0,samsung_pay,TERMINAL_TIMEOUT
T108491,2026-05-13T16:26:10,SEL-001,INF-004,노세범 미네랄 파우더 5g,2,16000,kakao_pay,OK
T108492,2026-05-13T17:45:22,SEL-001,ETD-006,픽싱 틴트 #장미,1,14000,kakao_pay,OK
T108493,2026-05-13T21:59:22,SEL-001,ETD-001,비비 매직 파운데이션 SPF50,1,18000,samsung_pay,OK
T108494,2026-05-13T17:46:20,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,naver_pay,OK
T108495,2026-05-13T14:19:04,SEL-001,ASR-001,설화수 자음생크림 60ml,1,235000,samsung_pay,OK
T108496,2026-05-13T19:27:54,SEL-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,samsung_pay,OK
T108497,2026-05-13T14:26:59,SEL-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,cash,OK
T108498,2026-05-13T21:31:27,SEL-001,ETD-002,플레이 컬러 아이즈 #체리블라썸,1,28000,kakao_pay,OK
T108499,2026-05-13T18:31:46,SEL-001,INF-001,그린티 씨드 세럼 80ml,1,35000,kakao_pay,OK
T108500,2026-05-13T21:03:25,SEL-001,ETD-003,디어 달링 워터젤 틴트,1,9000,cash,OK
T108501,2026-05-13T21:55:21,SEL-001,INF-003,화산송이 모공 마스크 100ml,1,12000,card,OK
T108502,2026-05-13T14:08:55,SEL-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,card,OK
T108503,2026-05-13T14:10:27,SEL-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,naver_pay,OK
T108504,2026-05-13T14:54:46,SEL-001,ETD-006,픽싱 틴트 #장미,1,14000,cash,OK
T108505,2026-05-13T15:00:44,SEL-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,samsung_pay,OK
T108506,2026-05-13T16:02:45,SEL-001,LNZ-004,네오 쿠션 매트 15g 21호,1,42000,cash,OK
T108507,2026-05-13T14:54:51,SEL-001,ATM-003,허니 콜라겐 마스크 5매,1,0,naver_pay,POS_DOWN
T108508,2026-05-13T12:21:11,SEL-001,INF-004,노세범 미네랄 파우더 5g,1,8000,samsung_pay,OK
T108509,2026-05-13T17:11:37,SEL-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,cash,OK
T108510,2026-05-13T22:56:53,SEL-001,INF-005,마이립밤 코코넛 3.5g,2,13000,kakao_pay,OK
T108511,2026-05-13T21:06:56,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,naver_pay,OK
T108512,2026-05-13T20:40:05,SEL-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,naver_pay,OK
T108513,2026-05-13T21:17:23,SEL-001,ASR-001,설화수 자음생크림 60ml,2,470000,naver_pay,OK
T108514,2026-05-13T14:57:40,SEL-001,ASR-004,헤라 루즈 홀릭 매트 #로지누드,1,38000,kakao_pay,OK
T108515,2026-05-13T17:40:53,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,card,OK
T108516,2026-05-13T15:22:14,SEL-001,LNZ-006,이데알 블러 핏 파운데이션,2,76000,naver_pay,OK
T108517,2026-05-13T18:09:08,SEL-001,ETD-006,픽싱 틴트 #장미,1,14000,kakao_pay,OK
T108518,2026-05-13T11:00:36,SEL-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,cash,OK
T108519,2026-05-13T18:48:36,SEL-001,ETD-003,디어 달링 워터젤 틴트,1,0,card,PAYMENT_FAIL
T108520,2026-05-13T13:38:27,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,naver_pay,OK
T108521,2026-05-13T17:45:06,SEL-001,ASR-006,마몽드 로즈 워터 토너 250ml,2,36000,card,OK
T108522,2026-05-13T13:48:20,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,card,OK
T108523,2026-05-13T18:28:57,SEL-001,ATM-003,허니 콜라겐 마스크 5매,3,0,kakao_pay,PAYMENT_FAIL
T108524,2026-05-13T18:23:49,SEL-001,ETD-005,수분 톤업 베이스 핑크,1,16000,kakao_pay,OK
T108525,2026-05-13T14:47:17,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,11000,samsung_pay,OK
T108526,2026-05-13T09:32:57,SEL-001,LNZ-004,네오 쿠션 매트 15g 21호,2,84000,samsung_pay,OK
T108527,2026-05-13T17:59:26,SEL-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,0,cash,POS_DOWN
T108528,2026-05-13T17:11:20,SEL-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,1,38000,card,OK
T108529,2026-05-13T14:56:07,SEL-001,ATM-002,이데알 글로우 비비크림,1,25000,kakao_pay,OK
T108530,2026-05-13T20:48:29,SEL-001,INF-001,그린티 씨드 세럼 80ml,3,105000,naver_pay,OK
T108531,2026-05-13T22:42:57,SEL-001,INF-001,그린티 씨드 세럼 80ml,3,105000,card,OK
T108532,2026-05-13T21:27:37,SEL-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,card,OK
T108533,2026-05-13T12:34:16,SEL-001,ASR-002,설화수 윤조에센스 90ml,2,290000,naver_pay,OK
T108534,2026-05-13T14:49:50,SEL-001,LNZ-006,이데알 블러 핏 파운데이션,1,38000,samsung_pay,OK
T108535,2026-05-13T16:47:03,SEL-001,ATM-005,립 페인트 매트 #누드코랄,1,12000,samsung_pay,OK
T108536,2026-05-13T20:26:38,SEL-001,ASR-003,헤라 블랙쿠션 15g 21호,1,78000,cash,OK
T108537,2026-05-13T17:42:57,SEL-001,LNZ-003,퍼펙트 리뉴 리제너레이터 75ml,1,78000,card,OK
T108538,2026-05-13T20:41:11,SEL-001,ETD-004,드로잉 아이브로우 자동연필,1,0,samsung_pay,POS_DOWN
T108539,2026-05-13T18:22:52,SEL-001,INF-003,화산송이 모공 마스크 100ml,1,0,naver_pay,POS_DOWN
T108540,2026-05-13T19:16:23,SEL-001,ATM-001,그린에디션 세럼인 토너 200ml,1,22000,card,OK
T108541,2026-05-13T14:49:30,SEL-001,LNZ-001,워터뱅크 블루 하이알루로닉 세럼,1,48000,samsung_pay,OK
T108542,2026-05-13T17:59:40,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,1,18000,kakao_pay,OK
T108543,2026-05-13T17:32:44,SEL-001,ATM-006,솝베리 클렌징 오일,1,19000,samsung_pay,OK
T108544,2026-05-13T19:47:30,SEL-001,ASR-005,아이오페 더마 리페어 크림 50ml,1,88000,card,OK
T108545,2026-05-13T11:33:05,SEL-001,ATM-003,허니 콜라겐 마스크 5매,1,9500,card,OK
T108546,2026-05-13T11:14:14,SEL-001,ASR-002,설화수 윤조에센스 90ml,1,145000,samsung_pay,OK
T108547,2026-05-13T12:06:17,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,0,cash,STOCK_SHORTAGE
T108548,2026-05-13T09:29:56,SEL-001,ASR-001,설화수 자음생크림 60ml,1,235000,naver_pay,OK
T108549,2026-05-13T16:38:26,SEL-001,LNZ-002,립 슬리핑 마스크 베리 20g,1,24000,naver_pay,OK
T108550,2026-05-13T18:53:32,SEL-001,ATM-006,솝베리 클렌징 오일,1,19000,samsung_pay,OK
T108551,2026-05-13T12:03:53,SEL-001,ETD-005,수분 톤업 베이스 핑크,2,32000,card,OK
T108552,2026-05-13T14:33:18,SEL-001,ATM-004,쥬얼링 아이즈 #피치블라썸,2,36000,kakao_pay,OK
T108553,2026-05-13T11:31:32,SEL-001,ASR-001,설화수 자음생크림 60ml,2,470000,cash,OK
T108554,2026-05-13T20:37:22,SEL-001,ETD-004,드로잉 아이브로우 자동연필,1,4500,kakao_pay,OK
T108555,2026-05-13T22:42:55,SEL-001,LNZ-005,크림 스킨 토너 앤 모이스처라이저,3,114000,card,OK
T108556,2026-05-13T18:55:40,SEL-001,INF-006,그린티 클렌징 폼 150ml,1,11000,kakao_pay,OK
